yahoo_symbol,Scheme Name,AMC,Plan,Option
0P0000XW5T.BO,Franklin India Aggressive Hybrid Fund - Direct - Growth,Franklin Templeton Mutual Fund,Direct,Growth
0P0000XW5S.BO,Franklin India Aggressive Hybrid Fund - Direct - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
0P00005VE1.BO,Franklin India Aggressive Hybrid Fund - Growth Plan,Franklin Templeton Mutual Fund,Unknown,Growth
0P00005VE0.BO,Franklin India Aggressive Hybrid Fund - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
0P0001F4G7.BO,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund) - Direct Plan - Growth option,Unknown,Direct,Growth
0P0001F4GG.BO,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund) - Regular Plan - Growth option,Unknown,Regular,Growth
0P0001F4GC.BO,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Unknown,Direct,IDCW
0P0001F4GF.BO,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Direct Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Unknown,Direct,IDCW
0P0001F4GD.BO,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Unknown,Direct,IDCW
0P0001F4GE.BO,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Unknown,Direct,IDCW
0P0001F4GL.BO,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Unknown,Regular,IDCW
0P0001F4GO.BO,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Regular Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Unknown,Regular,IDCW
0P0001F4GM.BO,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment.,Unknown,Regular,IDCW
0P0001F4GN.BO,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Unknown,Regular,IDCW
0P0001EI18.BO,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,HDFC Mutual Fund,Direct,Growth
0P0001EI1B.BO,HDFC Hybrid Equity Fund - Growth Plan,HDFC Mutual Fund,Unknown,Growth
0P0001EI16.BO,HDFC Hybrid Equity Fund - IDCW Option - Direct Plan,HDFC Mutual Fund,Direct,IDCW
0P0001EI19.BO,HDFC Hybrid Equity Fund - IDCW Plan,HDFC Mutual Fund,Unknown,IDCW
0P00015D3A.BO,HSBC Aggressive Hybrid Fund - Direct Annual IDCW,HSBC Mutual Fund,Direct,IDCW
0P0000XV7D.BO,HSBC Aggressive Hybrid Fund - Direct Growth,HSBC Mutual Fund,Direct,Growth
0P0000XV7E.BO,HSBC Aggressive Hybrid Fund - Direct IDCW,HSBC Mutual Fund,Direct,IDCW
0P00015D39.BO,HSBC Aggressive Hybrid Fund - Regular Annual IDCW,HSBC Mutual Fund,Regular,IDCW
0P0000SBJ7.BO,HSBC Aggressive Hybrid Fund - Regular Growth,HSBC Mutual Fund,Regular,Growth
0P0000SBJ8.BO,HSBC Aggressive Hybrid Fund - Regular IDCW,HSBC Mutual Fund,Regular,IDCW
0P00017BNM.BO,ICICI Prudential Equity & Debt Fund - Annual IDCW,ICICI Prudential Mutual Fund,Unknown,IDCW
0P00017CAS.BO,ICICI Prudential Equity & Debt Fund - Direct Plan - Annual IDCW,ICICI Prudential Mutual Fund,Direct,IDCW
0P0000XWA2.BO,ICICI Prudential Equity & Debt Fund - Direct Plan - Growth,ICICI Prudential Mutual Fund,Direct,Growth
0P00014B45.BO,ICICI Prudential Equity & Debt Fund - Direct Plan - Half Yearly IDCW,ICICI Prudential Mutual Fund,Direct,IDCW
0P0000XWA1.BO,ICICI Prudential Equity & Debt Fund - Direct Plan - Monthly IDCW,ICICI Prudential Mutual Fund,Direct,IDCW
0P00005WZI.BO,ICICI Prudential Equity & Debt Fund - Growth,ICICI Prudential Mutual Fund,Unknown,Growth
0P00014D1K.BO,ICICI Prudential Equity & Debt Fund - Half Yearly IDCW,ICICI Prudential Mutual Fund,Unknown,IDCW
0P00005WZH.BO,ICICI Prudential Equity & Debt Fund - Monthly IDCW,ICICI Prudential Mutual Fund,Unknown,IDCW
0P0001DJ5F.BO,Invesco India Aggressive Hybrid Fund - Direct Plan - Growth,Unknown,Direct,Growth
0P0001DJ5G.BO,Invesco India Aggressive Hybrid Fund - Direct Plan - IDCW (Payout / Reinvestment),Unknown,Direct,IDCW
0P0001DJ5C.BO,Invesco India Aggressive Hybrid Fund - Regular Plan - Growth,Unknown,Regular,Growth
0P0001DJ5D.BO,Invesco India Aggressive Hybrid Fund - Regular Plan - IDCW (Payout / Reinvestment),Unknown,Regular,IDCW
0P00013TXG.BO,JM Aggressive Hybrid Fund (Direct) - Annual Bonus Option,Unknown,Direct,Unknown
0P00014B47.BO,JM Aggressive Hybrid Fund (Direct) - Annual IDCW,Unknown,Direct,IDCW
,JM Aggressive Hybrid Fund (Direct) - Bonus Option - Principal Units,Unknown,Direct,Unknown
0P0000XV3U.BO,JM Aggressive Hybrid Fund (Direct) - Growth Option,Unknown,Direct,Growth
,JM Aggressive Hybrid Fund (Direct) - Half Yearly Bonus Option - Principal Units,Unknown,Direct,Unknown
0P0001551D.BO,JM Aggressive Hybrid Fund (Direct) - Half Yearly IDCW,Unknown,Direct,IDCW
0P0000XV3R.BO,JM Aggressive Hybrid Fund (Direct) - IDCW,Unknown,Direct,IDCW
0P0001551E.BO,JM Aggressive Hybrid Fund (Direct) - Monthly IDCW,Unknown,Direct,IDCW
,JM Aggressive Hybrid Fund (Direct) - Quarterly Bonus Option - Principal Units,Unknown,Direct,Unknown
0P0001551H.BO,JM Aggressive Hybrid Fund (Direct) - Quarterly IDCW,Unknown,Direct,IDCW
,JM Aggressive Hybrid Fund (Regular) - Annual Bonus Option - Principal Units,Unknown,Regular,Unknown
0P00014B46.BO,JM Aggressive Hybrid Fund (Regular) - Annual IDCW,Unknown,Regular,IDCW
,JM Aggressive Hybrid Fund (Regular) - Bonus Option - Principal Units,Unknown,Regular,Unknown
,JM Aggressive Hybrid Fund (Regular) - Half Yearly Bonus Option - Principal Units,Unknown,Regular,Unknown
0P0001551I.BO,JM Aggressive Hybrid Fund (Regular) - Half Yearly IDCW,Unknown,Regular,IDCW
0P00005WR8.BO,JM Aggressive Hybrid Fund (Regular) - IDCW,Unknown,Regular,IDCW
0P0001551N.BO,JM Aggressive Hybrid Fund (Regular) - Monthly IDCW,Unknown,Regular,IDCW
,JM Aggressive Hybrid Fund (Regular) - Quarterly Bonus Option - Principal Units,Unknown,Regular,Unknown
0P0001551M.BO,JM Aggressive Hybrid Fund (Regular) - Quarterly IDCW,Unknown,Regular,IDCW
0P00005WR9.BO,JM Aggressive Hybrid Fund (Regular) -Growth Option,Unknown,Regular,Growth
0P0000XV5K.BO,Kotak Aggressive Hybrid Fund - Direct Plan - IDCW - Payout & Reinvestment of Income Distribution cum  capital withdrawal option,Kotak Mahindra Mutual Fund,Direct,IDCW
0P00014MH9.BO,Kotak Aggressive Hybrid Fund - Direct Plan -Growth,Kotak Mahindra Mutual Fund,Direct,Growth
0P00005WSF.BO,Kotak Aggressive Hybrid Fund - Regular Plan - IDCW - Payout & Reinvestment of Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,Regular,IDCW
0P00014M5R.BO,Kotak Aggressive Hybrid Fund - Regular Plan -Growth,Kotak Mahindra Mutual Fund,Regular,Growth
0P0000XV8R.BO,LIC MF Aggressive Hybrid Fund-Direct Plan-Growth,LIC Mutual Fund,Unknown,Unknown
0P0000XV8S.BO,LIC MF Aggressive Hybrid Fund-Direct Plan-IDCW,LIC Mutual Fund,Unknown,Unknown
0P00005WUU.BO,LIC MF Aggressive Hybrid Fund-Regular Plan-Growth,LIC Mutual Fund,Unknown,Unknown
0P00005WUT.BO,LIC MF Aggressive Hybrid Fund-Regular Plan-IDCW,LIC Mutual Fund,Unknown,Unknown
0P0001HXMC.BO,Mahindra Manulife Aggressive Hybrid Fund - Direct Plan - Monthly IDCW,Unknown,Direct,IDCW
0P0001HXMB.BO,Mahindra Manulife Aggressive Hybrid Fund - Direct Plan -Growth,Unknown,Direct,Growth
0P0001HXME.BO,Mahindra Manulife Aggressive Hybrid Fund - Regular Plan - Growth,Unknown,Regular,Growth
0P0001HXMF.BO,Mahindra Manulife Aggressive Hybrid Fund - Regular Plan - Monthly IDCW,Unknown,Regular,IDCW
0P00016H70.BO,Mirae Asset Aggressive Hybrid Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,Direct,Growth
0P00016H71.BO,Mirae Asset Aggressive Hybrid Fund - Direct Plan - IDCW,Mirae Asset Mutual Fund,Direct,IDCW
0P00016H6Y.BO,Mirae Asset Aggressive Hybrid Fund - Regular Plan - Growth,Mirae Asset Mutual Fund,Regular,Growth
0P00016H6Z.BO,Mirae Asset Aggressive Hybrid Fund - Regular Plan - IDCW,Mirae Asset Mutual Fund,Regular,IDCW
0P0001D3Q0.BO,Navi Aggressive Hybrid Fund - Direct Plan - Growth,Unknown,Direct,Growth
0P0001D3Q7.BO,Navi Aggressive Hybrid Fund - Direct Plan Annual IDCW,Unknown,Direct,IDCW
0P0001D3Q1.BO,Navi Aggressive Hybrid Fund - Direct Plan Half Yearly IDCW,Unknown,Direct,IDCW
0P0001D3Q3.BO,Navi Aggressive Hybrid Fund - Direct Plan Monthly IDCW,Unknown,Direct,IDCW
0P0001D3PY.BO,Navi Aggressive Hybrid Fund - Direct Plan Normal IDCW,Unknown,Direct,IDCW
0P0001D3Q5.BO,Navi Aggressive Hybrid Fund - Direct Plan Quarterly IDCW,Unknown,Direct,IDCW
0P0001D3QB.BO,Navi Aggressive Hybrid Fund - Regular Plan - Growth,Unknown,Regular,Growth
0P0001D3QI.BO,Navi Aggressive Hybrid Fund - Regular Plan Annual IDCW,Unknown,Regular,IDCW
0P0001D3QC.BO,Navi Aggressive Hybrid Fund - Regular Plan Half Yearly IDCW,Unknown,Regular,IDCW
0P0001D3QE.BO,Navi Aggressive Hybrid Fund - Regular Plan Monthly IDCW,Unknown,Regular,IDCW
0P0001D3Q9.BO,Navi Aggressive Hybrid Fund - Regular Plan Normal IDCW,Unknown,Regular,IDCW
0P0001D3QG.BO,Navi Aggressive Hybrid Fund - Regular Plan Quarterly IDCW,Unknown,Regular,IDCW
11AGG.BO,Nippon India Aggressive  Hybrid Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,Nippon India Mutual Fund,Direct,Growth
0P0000XVFS.BO,Nippon India Aggressive Hybrid Fund  - Direct Plan Growth Plan,Nippon India Mutual Fund,Direct,Growth
,NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,Nippon India Mutual Fund,Direct,IDCW
,NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option,Nippon India Mutual Fund,Direct,IDCW
,NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,Nippon India Mutual Fund,Direct,IDCW
,NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
,NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
,NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
,NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,Direct,IDCW
11AMD.BO,NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - MONTHLY IDCW Option,Nippon India Mutual Fund,Direct,IDCW
,NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,Nippon India Mutual Fund,Direct,IDCW
11DPD.BO,NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
11MPD.BO,NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
11QPD.BO,NIPPON INDIA AGGRESSIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
0P0000XVFN.BO,NIPPON INDIA AGGRESSIVE HYBRID FUND - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,Direct,IDCW
0P00018IQ0.BO,NIPPON INDIA AGGRESSIVE HYBRID FUND - DIRECT Plan - MONTHLY IDCW Option,Nippon India Mutual Fund,Direct,IDCW
0P0000ZQO0.BO,NIPPON INDIA AGGRESSIVE HYBRID FUND - DIRECT Plan - QUARTERLY IDCW Option,Nippon India Mutual Fund,Direct,IDCW
0P00005WE6.BO,Nippon India Aggressive Hybrid Fund - Growth Plan,Nippon India Mutual Fund,Unknown,Growth
0P0000S4C2.BO,NIPPON INDIA AGGRESSIVE HYBRID FUND - IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
0P00018IPZ.BO,NIPPON INDIA AGGRESSIVE HYBRID FUND - MONTHLY IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
0P000124IS.BO,NIPPON INDIA AGGRESSIVE HYBRID FUND - QUARTERLY IDCW Option,Nippon India Mutual Fund,Unknown,IDCW
,Nippon India Aggressive Hybrid Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,Nippon India Mutual Fund,Direct,Growth
,Nippon India Aggressive Hybrid Fund - Segregated Portfolio 1 - Growth Plan,Nippon India Mutual Fund,Unknown,Growth
11GPG.BO,Nippon India Aggressive Hybrid Fund - Segregated Portfolio 2 - Growth Plan,Nippon India Mutual Fund,Unknown,Growth
,PGIM India Aggressive Hybrid Equity Fund - BONUS OPTION,PGIM India Mutual Fund,Unknown,Unknown
,PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Annual Dividend Option,PGIM India Mutual Fund,Direct,IDCW
0P0000XW3M.BO,PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Dividend,PGIM India Mutual Fund,Direct,IDCW
0P0000XW3N.BO,PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Growth,PGIM India Mutual Fund,Direct,Growth
0P00005VBE.BO,PGIM India Aggressive Hybrid Equity Fund - Dividend Option,PGIM India Mutual Fund,Unknown,IDCW
0P00005VBF.BO,PGIM India Aggressive Hybrid Equity Fund - Growth Option,PGIM India Mutual Fund,Unknown,Growth
,PGIM India Aggressive Hybrid Equity Fund - Regular Plan - Annual Dividend Option,PGIM India Mutual Fund,Regular,IDCW
,PGIM India Aggressive Hybrid Equity Fund Wealth Plan- Dividend Option,PGIM India Mutual Fund,Unknown,IDCW
,PGIM India Aggressive Hybrid Equity Fund Wealth Plan- Growth Option,PGIM India Mutual Fund,Unknown,Growth
0P00018LD2.BO,PGIM India Aggressive Hybrid Equity Fund-Direct Plan-Monthly Dividend Option,PGIM India Mutual Fund,Unknown,IDCW
,PGIM India Aggressive Hybrid Equity Fund-Direct Plan-Quarterly Divdend Option,PGIM India Mutual Fund,Unknown,Unknown
0P00018Q6L.BO,PGIM India Aggressive Hybrid Equity Fund-Monthly Dividend Option,PGIM India Mutual Fund,Unknown,IDCW
,PGIM India Aggressive Hybrid Equity Fund-Quarterly Dividend Option,PGIM India Mutual Fund,Unknown,IDCW
0P00005VBZ.BO,quant Aggressive Hybrid Fund - Growth Option - Regular Plan,Quant Mutual Fund,Regular,Growth
0P0000XW4A.BO,quant Aggressive Hybrid Fund-Growth Option-Direct Plan,Quant Mutual Fund,Unknown,Unknown
0P00005VC0.BO,quant Aggressive Hybrid Fund-IDCW Option - Regular Plan,Quant Mutual Fund,Regular,Unknown
0P0000XW49.BO,quant Aggressive Hybrid Fund-IDCW Option-Direct Plan,Quant Mutual Fund,Unknown,Unknown
0P0000XVJO.BO,SBI EQUITY HYBRID FUND - DIRECT PLAN - Growth,SBI Mutual Fund,Direct,Growth
0P0000XVJJ.BO,SBI Equity Hybrid Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Direct,IDCW
0P00005WEX.BO,SBI Equity Hybrid Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,Regular,IDCW
0P00005WEY.BO,SBI EQUITY HYBRID FUND - REGULAR PLAN -Growth,SBI Mutual Fund,Regular,Growth
0P00011MCL.BO,Shriram Aggressive Hybrid Fund- Direct Growth,Unknown,Direct,Growth
0P00011MCM.BO,Shriram Aggressive Hybrid Fund- Direct- IDCW,Unknown,Direct,IDCW
0P00011MCJ.BO,Shriram Aggressive Hybrid Fund- Regular Growth,Unknown,Regular,Growth
0P00011MCK.BO,Shriram Aggressive Hybrid Fund- Regular-IDCW,Unknown,Unknown,Unknown
0P0000XVBY.BO,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)- Direct Plan - Growth Option,Sundaram Mutual Fund,Direct,Growth
0P00005WWB.BO,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)- Monthly Income Distribution CUM Capital Withdrawal,Sundaram Mutual Fund,Unknown,Unknown
0P00005WWG.BO,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)-Growth,Sundaram Mutual Fund,Unknown,Unknown
0P0000XVBR.BO,Sundaram Aggressive Hybrid Fund(Formerly Known as Principal Hybrid Equity Fund)-Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option,Sundaram Mutual Fund,Unknown,Unknown
0P0000XVOC.BO,Tata Aggressive Hybrid Fund -Direct Plan- Growth Option,Tata Mutual Fund,Direct,Growth
0P0000XVO8.BO,Tata Aggressive Hybrid Fund- Direct Plan - Monthly Payout of IDCW Option,Tata Mutual Fund,Direct,IDCW
0P0000XVO5.BO,Tata Aggressive Hybrid Fund- Direct Plan - Periodic Payout of IDCW Option,Tata Mutual Fund,Direct,IDCW
0P00005WGO.BO,Tata Aggressive Hybrid Fund- Regular Plan - Growth Option,Tata Mutual Fund,Regular,Growth
0P0000TZC6.BO,Tata Aggressive Hybrid Fund- Regular Plan - Monthly Payout of IDCW Option,Tata Mutual Fund,Regular,IDCW
0P00005WGN.BO,Tata Aggressive Hybrid Fund- Regular Plan - Periodic Payout of IDCW Option,Tata Mutual Fund,Regular,IDCW
0P0001L370.BO,Union Aggressive Hybrid Fund - Direct Plan - Growth Option,Unknown,Direct,Growth
0P0001L371.BO,Union Aggressive Hybrid Fund - Direct Plan - IDCW Option,Unknown,Direct,IDCW
0P0001L374.BO,Union Aggressive Hybrid Fund - Regular Plan - Growth Option,Unknown,Regular,Growth
0P0001L375.BO,Union Aggressive Hybrid Fund - Regular Plan - IDCW Option,Unknown,Regular,IDCW
0P0000XVSA.BO,UTI Aggressive Hybrid Fund - Direct Plan - IDCW,UTI Mutual Fund,Direct,IDCW
0P00005WK8.BO,UTI Aggressive Hybrid Fund - Regular Plan - Growth,UTI Mutual Fund,Regular,Growth
0P00005WK7.BO,UTI Aggressive Hybrid Fund - Regular Plan - IDCW,UTI Mutual Fund,Regular,IDCW
0P0000XVSB.BO,UTI Aggressive Hybrid Fund -Direct Plan - Growth,UTI Mutual Fund,Direct,Growth
0P0000XVWB.BO,Aditya Birla Sun Life Arbitrage Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,Direct,Growth
0P0000L16O.BO,Aditya BIRLA SUN LIFE ARBITRAGE FUND - REGULAR PLAN - GROWTH,Aditya Birla Sun Life Mutual Fund,Regular,Growth
0P0000Z6XG.BO,Aditya Birla Sun Life Arbitrage Fund-DIRECT - IDCW,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P0000L16T.BO,Aditya Birla Sun Life Arbitrage Fund-Regular - IDCW,Aditya Birla Sun Life Mutual Fund,Unknown,IDCW
0P00013Y7R.BO,Axis Arbitrage Fund - Direct Plan - Growth,Axis Mutual Fund,Direct,Growth
0P00013Y7S.BO,Axis Arbitrage Fund - Direct Plan - Monthly IDCW,Axis Mutual Fund,Direct,IDCW
0P00013Y7P.BO,Axis Arbitrage Fund - Regular Plan - Growth,Axis Mutual Fund,Regular,Growth
0P00013Y7Q.BO,Axis Arbitrage Fund - Regular Plan - Monthly IDCW,Axis Mutual Fund,Regular,IDCW
0P0001RKMS.BO,Bajaj Finserv Arbitrage Fund- Direct Plan-IDCW,Bajaj Finserv Mutual Fund,Direct,Unknown
0P0001RKMV.BO,Bajaj Finserv Arbitrage Fund- Regular Plan-Growth,Bajaj Finserv Mutual Fund,Regular,Unknown
0P0001RKMR.BO,Bajaj Finserv Arbitrage Fund-Direct Plan-Growth,Bajaj Finserv Mutual Fund,Unknown,Unknown
0P0001RKMW.BO,Bajaj Finserv Arbitrage Fund-Regular Plan-IDCW,Bajaj Finserv Mutual Fund,Unknown,Unknown
,BANDHAN Arbitrage Fund - Plan B - Dividend,Bandhan Mutual Fund,Unknown,IDCW
,BANDHAN Arbitrage Fund - Plan B - Growth,Bandhan Mutual Fund,Unknown,Growth
0P00015M8L.BO,BANDHAN Arbitrage Fund - Regular Plan - Annual IDCW,Bandhan Mutual Fund,Regular,IDCW
0P000093FW.BO,BANDHAN Arbitrage Fund - Regular Plan - Growth,Bandhan Mutual Fund,Regular,Growth
0P000093BO.BO,BANDHAN Arbitrage Fund - Regular Plan - Monthly IDCW,Bandhan Mutual Fund,Regular,IDCW
0P0000XXYE.BO,BANDHAN Arbitrage Fund-Direct Plan- Growth,Bandhan Mutual Fund,Unknown,Growth
0P00015BZ3.BO,BANDHAN Arbitrage Fund-Direct Plan-Annual IDCW,Bandhan Mutual Fund,Unknown,IDCW
0P0000XY13.BO,BANDHAN Arbitrage Fund-Direct Plan-Monthly IDCW,Bandhan Mutual Fund,Unknown,IDCW
0P0001DGT6.BO,BANK OF INDIA Arbitrage Fund Direct Plan Annual IDCW,Bank of India Mutual Fund,Direct,IDCW
0P0001DGT8.BO,BANK OF INDIA Arbitrage Fund Direct Plan Growth,Bank of India Mutual Fund,Direct,Growth
0P0001DGT9.BO,BANK OF INDIA Arbitrage Fund Direct Plan Monthly IDCW,Bank of India Mutual Fund,Direct,IDCW
0P0001DGTB.BO,BANK OF INDIA Arbitrage Fund Direct Plan Quarterly IDCW,Bank of India Mutual Fund,Direct,IDCW
0P0001DGTF.BO,BANK OF INDIA Arbitrage Fund Regular Growth,Bank of India Mutual Fund,Regular,Growth
0P0001DGTD.BO,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Annual IDCW,Bank of India Mutual Fund,Regular,IDCW
0P0001DGTG.BO,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Monthly IDCW,Bank of India Mutual Fund,Regular,IDCW
0P0001DGTI.BO,BANK OF INDIA Arbitrage Fund Regular Plan IDCW Quarterly IDCW,Bank of India Mutual Fund,Regular,IDCW
0P00019BN2.BO,BARODA BNP PARIBAS ARBITRAGE FUND -DIRECT PLAN - ADHOC IDCW OPTION,Unknown,Direct,IDCW
0P0001AEZT.BO,BARODA BNP PARIBAS ARBITRAGE FUND DIRECT PLAN MONTHLY IDCW Option,Unknown,Direct,IDCW
0P0001AEZU.BO,BARODA BNP PARIBAS ARBITRAGE FUND DIRECT PLAN QUARTERLY IDCW Option,Unknown,Direct,IDCW
0P0001AEZS.BO,BARODA BNP PARIBAS ARBITRAGE FUND REGULAR PLAN MONTHLY IDCW Option,Unknown,Regular,IDCW
0P0001AEZV.BO,BARODA BNP PARIBAS ARBITRAGE FUND REGULAR PLAN QUARTERLY IDCW Option,Unknown,Regular,IDCW
0P00019BMX.BO,BARODA BNP PARIBAS ARBITRAGE FUND- REGULAR PLAN- GROWTH OPTION,Unknown,Regular,Growth
0P00019BN3.BO,BARODA BNP PARIBAS ARBITRAGE FUND-DIRECT PLAN-GROWTH OPTION,Unknown,Unknown,Unknown
0P00019BMY.BO,BARODA BNP PARIBAS ARBITRAGE FUND-REGULAR PLAN- ADHOC IDCW OPTION,Unknown,Unknown,IDCW
0P00020DHH.BO,Capitalmind Arbitrage Fund-Direct-Growth,Unknown,Unknown,Unknown
0P00020DHI.BO,Capitalmind Arbitrage Fund-Direct-IDCW,Unknown,Unknown,Unknown
0P00020DHK.BO,Capitalmind Arbitrage Fund-regular-Growth,Unknown,Unknown,Unknown
0P00020DHL.BO,Capitalmind Arbitrage Fund-Regular-IDCW,Unknown,Unknown,Unknown
0P0001CJLG.BO,DSP Arbitrage Fund - Direct - Growth,DSP Mutual Fund,Direct,Growth
0P0001CJLH.BO,DSP Arbitrage Fund - Direct - IDCW,DSP Mutual Fund,Direct,IDCW
0P0001CJLL.BO,DSP Arbitrage Fund - Direct - IDCW - Monthly,DSP Mutual Fund,Direct,IDCW
0P0001CJLD.BO,DSP Arbitrage Fund - Regular - Growth,DSP Mutual Fund,Regular,Growth
0P0001CJLE.BO,DSP Arbitrage Fund - Regular - IDCW,DSP Mutual Fund,Regular,IDCW
0P0001CJLJ.BO,DSP Arbitrage Fund - Regular - IDCW - Monthly,DSP Mutual Fund,Regular,IDCW
0P00013LLM.BO,Edelweiss Arbitrage Fund - Direct Plan - IDCW Option,Unknown,Direct,IDCW
0P0001B82V.BO,Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option,Unknown,Direct,IDCW
0P0001B6NZ.BO,Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option,Unknown,Regular,IDCW
0P00013LLJ.BO,Edelweiss Arbitrage Fund - Regular Plan - IDCW Option,Unknown,Regular,IDCW
0P00013LLL.BO,Edelweiss Arbitrage Fund- Direct Plan- Growth Option,Unknown,Direct,Growth
0P00013LLK.BO,Edelweiss Arbitrage Fund- Regular Plan -Bonus Option,Unknown,Regular,Unknown
0P00013LLI.BO,Edelweiss Arbitrage Fund- Regular Plan- Growth Option,Unknown,Regular,Growth
0P0001U198.BO,Franklin India Arbitrage Fund - Direct - Growth,Franklin Templeton Mutual Fund,Direct,Growth
0P0001U199.BO,Franklin India Arbitrage Fund - Direct - IDCW,Franklin Templeton Mutual Fund,Direct,IDCW
0P0001U19B.BO,Franklin India Arbitrage Fund - Growth,Franklin Templeton Mutual Fund,Unknown,Growth
0P0001U19C.BO,Franklin India Arbitrage Fund - IDCW,Franklin Templeton Mutual Fund,Unknown,IDCW
0P0002DNBG.BO,Groww Arbitrage Fund Direct Growth,Unknown,Direct,Growth
0P0002DNBH.BO,Groww Arbitrage Fund Direct IDCW,Unknown,Direct,IDCW
0P0002DNBJ.BO,Groww Arbitrage Fund Regular Growth,Unknown,Regular,Growth
0P0002DNBK.BO,Groww Arbitrage Fund Regular IDCW,Unknown,Regular,IDCW
